htime,haddend,hcum,vtime,vaddend,vcum,mess
1.01s,0.46ms,1009.9399999999999,0.2s,0.1ms,199.19600000000003,    Trying 'vmlinux' kernel subimage
1.01s,0.29ms,1010.2299999999999,0.2s,0.1ms,199.29600000000002,      Description:  vmlinux
1.01s,0.44ms,1010.67,0.2s,0s,199.29600000000002,      Type:         Kernel Image
1.01s,0.31ms,1010.9799999999999,0.2s,0.1ms,199.39600000000002,      Compression:  uncompressed
1.01s,0.61ms,1011.5899999999999,0.2s,0.3ms,199.69600000000003,      Data Start:   0xa00000c8
1.01s,0.4ms,1011.9899999999999,0.2s,0s,199.69600000000003,      Data Size:    17660416 Bytes = 16.8 MiB
1.01s,0.29ms,1012.2799999999999,0.2s,0.1ms,199.79600000000002,      Architecture: RISC-V
1.01s,0.31ms,1012.5899999999998,0.2s,0.1ms,199.89600000000002,      OS:           Linux
1.01s,0.37ms,1012.9599999999998,0.2s,0.1ms,199.996,      Load Address: 0x80200000
1.01s,0.28ms,1013.2399999999998,0.2s,0.1ms,200.096,      Entry Point:  0x80200000
1.01s,0.7ms,1013.9399999999998,0.2s,0.3ms,200.39600000000002,    Verifying Hash Integrity ... OK
1.02s,2.91ms,1016.8499999999998,0.2s,1.8ms,202.19600000000003, ## Loading fdt from FIT Image at a0000000 ...
1.02s,0.41ms,1017.2599999999998,0.2s,0.3ms,202.49600000000004,    Using 'config-1' configuration
1.02s,0.28ms,1017.5399999999997,0.2s,0.2ms,202.69600000000003,    Trying 'fdt' fdt subimage
1.02s,0.25ms,1017.7899999999997,0.2s,0.1ms,202.79600000000002,      Description:  unavailable
1.02s,0.13ms,1017.9199999999997,0.2s,0s,202.79600000000002,      Type:         Flat Device Tree
1.02s,0.23ms,1018.1499999999997,0.2s,0.1ms,202.89600000000002,      Compression:  uncompressed
1.02s,0.23ms,1018.3799999999998,0.2s,0.1ms,202.996,      Data Start:   0xa4f297f8
1.02s,0.23ms,1018.6099999999998,0.2s,0.1ms,203.096,      Data Size:    16655 Bytes = 16.3 KiB
1.02s,0.11ms,1018.7199999999998,0.2s,0s,203.096,      Architecture: RISC-V
1.02s,0.27ms,1018.9899999999998,0.2s,0.1ms,203.196,      Load Address: 0x86000000
1.02s,0.36ms,1019.3499999999998,0.2s,0.2ms,203.396,    Verifying Hash Integrity ... OK
1.02s,0.52ms,1019.8699999999998,0.21s,0.3ms,203.696,    Loading fdt from 0xa4f297f8 to 0x86000000
1.03s,8.74ms,1028.6099999999997,0.21s,0.4ms,204.096,    Booting using the fdt blob at 0x86000000
1.03s,1.21ms,1029.8199999999997,0.21s,0.8ms,204.89600000000002, ## Loading loadables from FIT Image at a0000000 ...
1.03s,0.24ms,1030.0599999999997,0.21s,0.1ms,204.996,    Trying 'ramdisk' loadables subimage
1.03s,0.25ms,1030.3099999999997,0.21s,0.1ms,205.096,      Description:  buildroot initramfs
1.03s,0.13ms,1030.4399999999998,0.21s,0s,205.096,      Type:         RAMDisk Image
1.03s,0.22ms,1030.6599999999999,0.21s,0.1ms,205.196,      Compression:  uncompressed
1.03s,0.43ms,1031.09,0.21s,0.3ms,205.496,      Data Start:   0xa10d7b7c
1.03s,0.15ms,1031.24,0.21s,0s,205.496,      Data Size:    65346560 Bytes = 62.3 MiB
1.03s,0.24ms,1031.48,0.21s,0.1ms,205.596,      Architecture: RISC-V
1.03s,0.11ms,1031.59,0.21s,0s,205.596,      OS:           Linux
1.03s,0.22ms,1031.81,0.21s,0.1ms,205.696,      Load Address: 0x86100000
1.03s,0.28ms,1032.09,0.21s,0.1ms,205.796,      Entry Point:  unavailable
1.03s,1.55ms,1033.6399999999999,0.21s,0.3ms,206.096,    Verifying Hash Integrity ... OK
1.03s,0.72ms,1034.36,0.21s,0.6ms,206.696,    Loading loadables from 0xa10d7b7c to 0x86100000
2.86s,1.82s,2854.3599999999997,3.48s,3.27s,3476.696,    Loading Kernel Image
3.63s,0.77s,3624.3599999999997,3.6s,0.12s,3596.696, ## Flattened Device Tree blob at 86000000
3.63s,0.21ms,3624.5699999999997,3.6s,0s,3596.696,    Booting using the fdt blob at 0x86000000
3.63s,7.51ms,3632.08,3.61s,8.4ms,3605.096,"    Using Device Tree in place at 0000000086000000, end 000000008600710e"
3.64s,9.82ms,3641.9,3.62s,10.2ms,3615.296,
3.64s,92µs,3641.992,3.62s,0s,3615.296, Starting kernel ...
3.64s,32µs,3642.0240000000003,3.62s,0s,3615.296,
3.67s,29.17ms,3671.1940000000004,3.63s,15.7ms,3630.9959999999996," [    0.000000] Linux version 5.10.6-g93604a0a3ecc (root@runner-7005a2b9-project-3475-concurrent-0) (riscv64-buildroot-linux-gnu-gcc.br_real (Buildroot -g2e13b6d) 10.2.0, GNU ld (GNU Binutils) 2.34) #1 SMP Mon Apr 26 09:57:54 UTC 2021"
3.67s,1.33ms,3672.5240000000003,3.63s,0.3ms,3631.296, [    0.000000] OF: fdt: Ignoring memory range 0x80000000 - 0x80200000
3.67s,0.99ms,3673.514,3.63s,0.2ms,3631.4959999999996, [    0.000000] earlycon: sbi0 at I/O port 0x0 (options '')
3.68s,1.01ms,3674.5240000000003,3.64s,0.3ms,3631.796, [    0.000000] printk: bootconsole [sbi0] enabled
3.68s,2.09ms,3676.6140000000005,3.64s,0.9ms,3632.696, [    0.000000] efi: UEFI not found.
3.68s,2.55ms,3679.1640000000007,3.64s,0.3ms,3632.996, [    0.000000] Initial ramdisk at: 0x(____ptrval____) (99614720 bytes)
3.69s,7.06ms,3686.2240000000006,3.64s,3.3ms,3636.2960000000003," [    0.000000] Reserved memory: created CMA memory pool at 0x00000000a0000000, size 640 MiB"
3.69s,1.53ms,3687.754000000001,3.64s,0.4ms,3636.6960000000004," [    0.000000] OF: reserved mem: initialized node linux,cma, compatible id shared-dma-pool"
3.73s,38.18ms,3725.9340000000007,3.65s,6.4ms,3643.0960000000005, [    0.000000] Zone ranges:
3.73s,2ms,3727.9340000000007,3.65s,0.3ms,3643.3960000000006, [    0.000000]   DMA32    [mem 0x0000000080200000-0x00000000ffffffff]
3.73s,1.25ms,3729.1840000000007,3.65s,0.4ms,3643.7960000000007, [    0.000000]   Normal   [mem 0x0000000100000000-0x000000027fffffff]
3.73s,0.82ms,3730.004000000001,3.65s,0.2ms,3643.9960000000005, [    0.000000] Movable zone start for each node
3.73s,0.78ms,3730.784000000001,3.65s,0.2ms,3644.1960000000004, [    0.000000] Early memory node ranges
3.73s,1.23ms,3732.014000000001,3.65s,0.3ms,3644.4960000000005, [    0.000000]   node   0: [mem 0x0000000080200000-0x000000027fffffff]
3.73s,1.59ms,3733.604000000001,3.65s,0.4ms,3644.8960000000006, [    0.000000] Initmem setup node 0 [mem 0x0000000080200000-0x000000027fffffff]
3.74s,1.34ms,3734.9440000000013,3.65s,0.2ms,3645.0960000000005, [    0.000000] On node 0 totalpages: 2096640
3.99s,0.26s,3994.9440000000013,3.8s,0.16s,3805.0960000000005, [    0.000000]   DMA32 zone: 7161 pages used for memmap
3.99s,1.36ms,3996.3040000000015,3.8s,0.2ms,3805.2960000000003, [    0.000000]   DMA32 zone: 0 pages reserved
3.99s,1.16ms,3997.4640000000013,3.81s,0.3ms,3805.5960000000005," [    0.000000]   DMA32 zone: 523776 pages, LIFO batch:63"
4.09s,95.62ms,4093.084000000001,3.94s,0.13s,3935.5960000000005, [    0.000000]   Normal zone: 21504 pages used for memmap
4.09s,1.06ms,4094.144000000001,3.94s,0.3ms,3935.8960000000006," [    0.000000]   Normal zone: 1572864 pages, LIFO batch:63"
4.54s,0.45s,4544.144000000001,4.45s,0.52s,4455.896000000001, [    0.000000] software IO TLB: mapped [mem 0x00000000fbfff000-0x00000000fffff000] (64MB)
4.54s,0.98ms,4545.124000000001,4.45s,0.2ms,4456.0960000000005, [    0.000000] SBI specification v0.2 detected
4.54s,0.99ms,4546.1140000000005,4.45s,0.3ms,4456.396000000001, [    0.000000] SBI implementation ID=0x1 Version=0x9
4.54s,0.88ms,4546.994000000001,4.45s,0.2ms,4456.5960000000005, [    0.000000] SBI v0.2 TIME extension detected
4.54s,0.8ms,4547.794000000001,4.45s,0.3ms,4456.896000000001, [    0.000000] SBI v0.2 IPI extension detected
4.54s,0.81ms,4548.604000000001,4.45s,0.2ms,4457.0960000000005, [    0.000000] SBI v0.2 RFENCE extension detected
4.54s,0.78ms,4549.384000000001,4.45s,0.2ms,4457.296, [    0.000000] SBI v0.2 HSM extension detected
4.55s,2.31ms,4551.694000000001,4.46s,0.4ms,4457.696, [    0.000000] riscv: ISA extensions acdfim
4.55s,0.77ms,4552.464000000002,4.46s,0.2ms,4457.896, [    0.000000] riscv: ELF capabilities acdfim
4.56s,11.07ms,4563.5340000000015,4.46s,0.9ms,4458.795999999999, [    0.000000] percpu: Embedded 17 pages/cpu s30888 r8192 d30552 u69632
4.56s,2.64ms,4566.174000000002,4.46s,0.5ms,4459.295999999999, [    0.000000] pcpu-alloc: s30888 r8192 d30552 u69632 alloc=17*4096
4.56s,1.3ms,4567.474000000002,4.46s,0.3ms,4459.596, [    0.000000] pcpu-alloc: [0] 0 [0] 1
4.57s,4.95ms,4572.424000000002,4.46s,0.9ms,4460.495999999999," [    0.000000] Built 1 zonelists, mobility grouping on.  Total pages: 2067975"
4.57s,1.8ms,4574.224000000002,4.46s,0.4ms,4460.895999999999," [    0.000000] Kernel command line: console=ttyS0,115200  debug rootwait  earlycon=sbi"
4.59s,18.99ms,4593.214000000002,4.47s,12ms,4472.895999999999," [    0.000000] Dentry cache hash table entries: 1048576 (order: 11, 8388608 bytes, linear)"
4.6s,8.55ms,4601.764000000002,4.48s,6ms,4478.895999999999," [    0.000000] Inode-cache hash table entries: 524288 (order: 10, 4194304 bytes, linear)"
4.6s,0.77ms,4602.534000000002,4.48s,0.2ms,4479.095999999999, [    0.000000] Sorting __ex_table...
4.6s,3.04ms,4605.574000000002,4.48s,2.5ms,4481.595999999999," [    0.000000] mem auto-init: stack:off, heap alloc:off, heap free:off"
4.87s,0.27s,4875.574000000002,4.95s,0.47s,4951.595999999999," [    0.000000] Memory: 6735000K/8386560K available (6771K kernel code, 4266K rwdata, 4096K rodata, 230K init, 392K bss, 996200K reserved, 655360K cma-reserved)"
4.89s,15.99ms,4891.564000000002,4.95s,1.3ms,4952.895999999999," [    0.000000] SLUB: HWalign=64, Order=0-3, MinObjects=0, CPUs=2, Nodes=1"
4.9s,11.86ms,4903.424000000002,4.95s,1.2ms,4954.095999999999, [    0.000000] rcu: Hierarchical RCU implementation.
4.9s,1.08ms,4904.504000000002,4.95s,0.2ms,4954.2959999999985, [    0.000000] rcu: RCU debug extended QS entry/exit.
4.9s,1.07ms,4905.574000000001,4.95s,0.3ms,4954.595999999999, [    0.000000] Tracing variant of Tasks RCU enabled.
4.9s,1.56ms,4907.134000000002,4.95s,0.4ms,4954.995999999998, [    0.000000] rcu: RCU calculated value of scheduler-enlistment delay is 10 jiffies.
4.91s,2.11ms,4909.2440000000015,4.95s,0.3ms,4955.2959999999985," [    0.000000] NR_IRQS: 64, nr_irqs: 64, preallocated irqs: 0"
4.91s,5.06ms,4914.304000000002,4.95s,1.1ms,4956.395999999999, [    0.000000] riscv-intc: 64 local interrupts mapped
4.93s,20.46ms,4934.764000000002,4.95s,4ms,4960.395999999999, [    0.000000] plic: disable L2 cache irq 1 in plic
4.93s,1.14ms,4935.904000000002,4.96s,0.3ms,4960.695999999999, [    0.000000] plic: disable L2 cache irq 2 in plic
4.93s,1.06ms,4936.964000000003,4.96s,0.3ms,4960.995999999999, [    0.000000] plic: disable L2 cache irq 3 in plic
4.94s,1.06ms,4938.024000000003,4.96s,0.3ms,4961.295999999999, [    0.000000] plic: Can't get L2 cache irq(#3).
4.95s,9.75ms,4947.774000000003,4.96s,0.8ms,4962.096, [    0.000000] plic: disable L2 cache irq 1 in plic
4.95s,1.13ms,4948.904000000003,4.96s,0.3ms,4962.396, [    0.000000] plic: disable L2 cache irq 2 in plic
4.95s,1.03ms,4949.934000000003,4.96s,0.3ms,4962.696, [    0.000000] plic: disable L2 cache irq 3 in plic
4.95s,1ms,4950.934000000003,4.96s,0.3ms,4962.996, [    0.000000] plic: Can't get L2 cache irq(#3).
4.95s,2.18ms,4953.114000000003,4.96s,0.4ms,4963.396, [    0.000000] plic: plic@c000000: mapped 127 interrupts with 2 handlers for 4 contexts.
4.96s,13.36ms,4966.474000000003,4.96s,2.2ms,4965.596, [    0.000000] random: get_random_bytes called from start_kernel+0x31c/0x48e with crng_init=0
4.96s,1.22ms,4967.694000000003,4.96s,0.3ms,4965.896, [    0.000000] riscv_timer_init_dt: Registering clocksource cpuid [0] hartid [0]
4.97s,2.49ms,4970.184000000003,4.96s,0.6ms,4966.496," [    0.000000] clocksource: riscv_clocksource: mask: 0xffffffffffffffff max_cycles: 0x171024e6b, max_idle_ns: 440795202301 ns"
4.97s,2.22ms,4972.404000000003,4.96s,0.4ms,4966.896," [    0.000034] sched_clock: 64 bits at 6MHz, resolution 160ns, wraps every 4398046511040ns"
4.98s,7.26ms,4979.664000000003,4.96s,0.9ms,4967.795999999999, [    0.001081] Console: colour dummy device 80x25
4.98s,4.38ms,4984.0440000000035,4.96s,0.7ms,4968.495999999999," [    0.001413] Calibrating delay loop (skipped), value calculated using timer frequency.. 12.50 BogoMIPS (lpj=62500)"
4.98s,1.04ms,4985.0840000000035,4.96s,0.2ms,4968.695999999999, [    0.001930] pid_max: default: 32768 minimum: 301
4.99s,4.32ms,4989.404000000003,4.96s,1.4ms,4970.095999999999," [    0.003147] Mount-cache hash table entries: 16384 (order: 5, 131072 bytes, linear)"
4.99s,1.89ms,4991.2940000000035,4.97s,0.7ms,4970.7959999999985," [    0.003725] Mountpoint-cache hash table entries: 16384 (order: 5, 131072 bytes, linear)"
5.04s,47.54ms,5038.8340000000035,4.97s,6.5ms,4977.2959999999985, [    0.010142] rcu: Hierarchical SRCU implementation.
5.05s,10.54ms,5049.374000000003,4.97s,1ms,4978.2959999999985, [    0.011074] EFI services will not be available.
5.05s,5.97ms,5055.344000000004,4.97s,1.1ms,4979.395999999999, [    0.012187] smp: Bringing up secondary CPUs ...
7.36s,2.31s,7365.344000000004,6.05s,1.07s,6049.395999999999, [    1.043304] CPU1: failed to come online
7.37s,5.82ms,7371.164000000003,6.05s,0.4ms,6049.7959999999985," [    1.043633] smp: Brought up 1 node, 1 CPU"
7.4s,35.35ms,7406.514000000004,6.05s,5.4ms,6055.195999999998, [    1.048848] devtmpfs: initialized
7.47s,73.23ms,7479.744000000003,6.07s,19.4ms,6074.595999999998," [    1.067259] clocksource: jiffies: mask: 0xffffffff max_cycles: 0xffffffff, max_idle_ns: 19112604462750000 ns"
7.48s,2.65ms,7482.394000000003,6.07s,0.4ms,6074.995999999997," [    1.067742] futex hash table entries: 512 (order: 3, 32768 bytes, linear)"
7.53s,57.28ms,7539.674000000003,6.13s,59ms,6133.995999999997, [    1.124483] NET: Registered protocol family 16
7.62s,85.32ms,7624.994000000002,6.17s,40.7ms,6174.695999999997, [    1.163474] OF: /soc/usb@104c0000: could not get #phy-cells for /soc/usb3-phy
7.62s,2.37ms,7627.364000000002,6.17s,1.1ms,6175.795999999998, [    1.164612] OF: /soc/i2c@118c0000: could not find phandle
7.62s,2.52ms,7629.884000000003,6.18s,0.7ms,6176.495999999997, [    1.165250] OF: /soc/i2c@12450000: could not find phandle
7.64s,13.57ms,7643.454000000002,6.19s,10.4ms,6186.895999999997, [    1.175180] OF: /soc/usb@104c0000: could not get #phy-cells for /soc/usb3-phy
7.64s,2.74ms,7646.194000000002,6.19s,1.4ms,6188.295999999997, [    1.176594] OF: /soc/i2c@118c0000: could not find phandle
7.64s,1.99ms,7648.184000000002,6.19s,1ms,6189.295999999997, [    1.177543] OF: /soc/i2c@12450000: could not find phandle
7.72s,75.49ms,7723.674000000002,6.24s,53.8ms,6243.095999999997," [    1.229095] HugeTLB registered 1.00 GiB page size, pre-allocated 0 pages"
7.72s,1.23ms,7724.904000000001,6.24s,0.3ms,6243.395999999997," [    1.229439] HugeTLB registered 2.00 MiB page size, pre-allocated 0 pages"
7.77s,47.56ms,7772.464000000002,6.25s,11.2ms,6254.595999999997, [    1.240158] starfive_gpio 11910000.gpio: SiFive GPIO chip registered 64 GPIOs
7.77s,7.33ms,7779.794000000002,6.26s,2.7ms,6257.295999999997, [    1.242895] SCSI subsystem initialized
7.78s,3.77ms,7783.564000000002,6.26s,1.3ms,6258.595999999997, [    1.244016] usbcore: registered new interface driver usbfs
7.78s,2.68ms,7786.244000000002,6.26s,0.6ms,6259.195999999997, [    1.244630] usbcore: registered new interface driver hub
7.78s,1.4ms,7787.644000000002,6.26s,0.4ms,6259.595999999997, [    1.245084] usbcore: registered new device driver usb
7.79s,6.18ms,7793.824000000002,6.26s,1.8ms,6261.395999999997, [    1.246644] i2c_designware 118b0000.i2c: Using the static setting value: 49500
7.79s,1.95ms,7795.774000000002,6.26s,0.4ms,6261.795999999997, [    1.247013] i2c_designware 118b0000.i2c: Unknown Synopsys component type: 0x00000000
7.8s,6.15ms,7801.924000000002,6.26s,1.3ms,6263.095999999997, [    1.248378] OF: /soc/i2c@118c0000: could not find phandle
7.8s,1.61ms,7803.5340000000015,6.26s,0.4ms,6263.4959999999965, [    1.248681] i2c_designware 118c0000.i2c: Using 'clocks' : 49500000 / 1000
7.8s,1.52ms,7805.054000000002,6.26s,0.4ms,6263.895999999996, [    1.249032] i2c_designware 118c0000.i2c: Unknown Synopsys component type: 0x00000000
7.8s,2.05ms,7807.104000000002,6.26s,0.8ms,6264.695999999996, [    1.249930] OF: /soc/i2c@12450000: could not find phandle
7.8s,1.39ms,7808.494000000002,6.26s,0.4ms,6265.095999999996, [    1.250232] i2c_designware 12450000.i2c: Using 'clocks' : 50000000 / 1000
7.8s,1.48ms,7809.974000000002,6.26s,0.4ms,6265.495999999996, [    1.250584] i2c_designware 12450000.i2c: Unknown Synopsys component type: 0x00000000
7.82s,16.51ms,7826.484000000002,6.27s,3.4ms,6268.895999999995, [    1.254063] Bluetooth: Core ver 2.22
7.82s,1.64ms,7828.1240000000025,6.27s,0.5ms,6269.395999999995, [    1.254489] NET: Registered protocol family 31
7.82s,1.29ms,7829.4140000000025,6.27s,0.3ms,6269.695999999995, [    1.254727] Bluetooth: HCI device and connection manager initialized
7.83s,1.23ms,7830.644000000002,6.27s,0.3ms,6269.995999999996, [    1.255055] Bluetooth: HCI socket layer initialized
7.83s,1.35ms,7831.994000000002,6.27s,0.3ms,6270.295999999996, [    1.255327] Bluetooth: L2CAP socket layer initialized
7.83s,1.31ms,7833.304000000003,6.27s,0.3ms,6270.595999999996, [    1.255638] Bluetooth: SCO socket layer initialized
7.83s,5.33ms,7838.634000000003,6.27s,0.8ms,6271.395999999996, [    1.256313] clocksource: Switched to clocksource riscv_clocksource
7.89s,56.5ms,7895.134000000003,6.3s,30.6ms,6301.9959999999965, [    1.285723] NET: Registered protocol family 2
7.9s,13.98ms,7909.114000000002,6.3s,3.9ms,6305.895999999996," [    1.289366] tcp_listen_portaddr_hash hash table entries: 4096 (order: 5, 163840 bytes, linear)"
7.91s,2.85ms,7911.964000000003,6.31s,1.7ms,6307.595999999996," [    1.291008] TCP established hash table entries: 65536 (order: 7, 524288 bytes, linear)"
7.91s,6.79ms,7918.754000000003,6.31s,7.8ms,6315.395999999996," [    1.298469] TCP bind hash table entries: 65536 (order: 9, 2097152 bytes, linear)"
7.93s,16.36ms,7935.114000000002,6.33s,19.4ms,6334.795999999996, [    1.317161] TCP: Hash tables configured (established 65536 bind 65536)
7.93s,3.69ms,7938.804000000002,6.33s,0.8ms,6335.595999999996," [    1.317934] UDP hash table entries: 4096 (order: 6, 393216 bytes, linear)"
7.94s,4.46ms,7943.264000000002,6.34s,3.2ms,6338.795999999996," [    1.320982] UDP-Lite hash table entries: 4096 (order: 6, 393216 bytes, linear)"
7.94s,6.14ms,7949.404000000002,6.34s,3.5ms,6342.295999999996, [    1.324450] NET: Registered protocol family 1
7.95s,10.61ms,7960.014000000002,6.34s,2.4ms,6344.695999999995, [    1.326709] RPC: Registered named UNIX socket transport module.
7.96s,1.03ms,7961.044000000002,6.34s,0.3ms,6344.995999999996, [    1.327005] RPC: Registered udp transport module.
7.96s,0.88ms,7961.924000000002,6.34s,0.2ms,6345.195999999995, [    1.327251] RPC: Registered tcp transport module.
7.96s,1.24ms,7963.164000000002,6.34s,0.4ms,6345.595999999995, [    1.327499] RPC: Registered tcp NFSv4.1 backchannel transport module.
7.97s,16.05ms,7979.214000000002,6.35s,6.5ms,6352.095999999995, [    1.333925] Unpacking initramfs...
17.48s,9.5s,17479.214,17.87s,11.52s,17872.095999999994, [   12.395305] Freeing initrd memory: 97280K
17.5s,26.38ms,17505.594,17.88s,2.2ms,17874.295999999995, [   12.397374] Initialise system trusted keyrings
17.53s,26.36ms,17531.954,17.88s,1.1ms,17875.395999999993, [   12.398397] workingset: timestamp_bits=62 max_order=21 bucket_order=0
17.61s,82.86ms,17614.814000000002,17.93s,55.5ms,17930.895999999993, [   12.451750] NFS: Registering the id_resolver key type
17.62s,1.41ms,17616.224000000002,17.93s,0.3ms,17931.195999999993, [   12.452064] Key type id_resolver registered
17.62s,0.86ms,17617.084000000003,17.93s,0.2ms,17931.395999999993, [   12.452288] Key type id_legacy registered
